Uniprot_A	Uniprot_B	Gene_A	Gene_B	ORF_A	ORF_B	Alias_A	Alias_B	pmid:method:quality
P40362	Q05946	UTP18	UTP13	HRE594|J1098		S000003605	S000004212	11805837:0004:LC|14759368:0007:LC|11805826:0004:LC|11805826:0676:LC|14759368:0004:LC|11805826:0007:LC|11805837:0007:LC
P40362	Q06078	UTP18	UTP21	HRE594|J1098	L8084.22	S000003605	S000004401	24466140:0114:LC|24466140:0096:LC|29054886:0397:LC|11805837:0004:LC|27330138:0018:LC|11805826:0004:LC|11805837:0007:LC|24466140:0018:LC|11805826:0676:LC|18725399:0018:LC|11805826:0007:LC
P40362	Q06679	UTP18	UTP4	HRE594|J1098		S000003605	S000002732	11805826:0676:LC|11805826:0004:LC|11805826:0007:LC
P40362	Q12220	UTP18	DIP2	HRE594|J1098	L3116|L9233.1	S000003605	S000004119	11805837:0004:LC|25501974:0007:LC|14759368:0007:LC|11805826:0004:LC|11805837:0007:LC|11805826:0676:LC|14759368:0004:LC|11805826:0007:LC
P40363	P40363	P40363	P40363	HRE299|J1102	HRE299|J1102	S000003604	S000003604	18707125:0114:LC|22906720:0114:LC|18707125:0096:LC|22615397:0090:LC
P40364	Q00772	MPM1	SLT2	HRE252|J1111		S000003602	S000001072	20489023:0007:LC|20489023:0004:LC|11805837:0007:LC
P40366	Q08773	DLS1	ISW2	HRD167|J1115		S000003601	S000005831	15024052:0007:LC|23581908:0401:LC|15024052:0004:LC
P40368	P40368	NUP82	NUP82	HRB187|J1135	HRB187|J1135	S000003597	S000003597	14759368:0007:LC|14759368:0004:LC|11805826:0007:LC
P40368	P40477	NUP82	NUP159	HRB187|J1135		S000003597	S000001377	27194810:0397:LC|11805826:0004:LC|11805826:0676:LC|11805826:0007:LC
P40368	P46673	NUP82	NUP85	HRB187|J1135	J1624	S000003597	S000003803	27194810:0397:LC
P40368	Q02629	NUP82	NUP100	HRB187|J1135	YKL336	S000003597	S000001551	27194810:0397:LC
P40368	Q02630	NUP82	NUP116	HRB187|J1135	YM9532.12C	S000003597	S000004650	11805826:0007:LC|10891509:0004:LC|12496130:0055:LC|27194810:0397:LC|11805826:0004:LC|11805826:0676:LC|10684247:0401:LC|10891509:0018:LC
P40395	Q99260	RIC1	YPT6		L8479.11	S000004029	S000004252	11805837:0004:LC|10990452:0401:LC|10990452:0004:LC|11805837:0007:LC|10990452:0096:LC
P40413	P60010	CCT5	ACT1	J1752		S000003825	S000001855	21701561:0030:LC|23041314:0401:LC
P40413	Q00362	CCT5	CDC55	J1752	G1345	S000003825	S000003158	11805837:0004:LC|20489023:0007:LC|20489023:0004:LC|11805837:0007:LC
P40414	P40414	TPM2	TPM2			S000001400	S000001400	22615397:0090:LC|18540067:0114:LC
P40416	P40416	ATM1	ATM1	YM9952.03C	YM9952.03C	S000004916	S000004916	24604199:0114:LC|15225610:0004:LC|15225610:0019:LC
P40433	P47116	PFK26	PTK2		J1725	S000001369	S000003820	17559233:0007:LC|16319894:0415:LC
P40450	P41697	BNR1	BUD6		L8543.5	S000001421	S000004311	10597305:0049:LC|10597305:0018:LC|10597305:0096:LC
P40450	Q05080	BNR1	HOF1		YM9973.05	S000001421	S000004635	9774458:0004:LC|9774458:0096:LC|9774458:0018:LC
P40452	P53266	COA1	SHY1		G6150	S000001419	S000003344	17882259:0676:LC|17882260:0004:LC|17882260:0401:LC|17882260:0007:LC|17882259:0004:LC|17882259:0007:LC|17882259:0096:LC
P40454	P40454	RRD1	RRD1			S000001415	S000001415	16885030:0114:LC
P40458	Q12527	ATG32	ATG11		YP9499.07C	S000001408	S000006253	19619494:0018:LC|22308029:0004:LC|22308029:0018:LC|21757540:0018:LC|23559066:0018:LC|23810512:0090:LC|21757540:0004:LC|19619494:0004:LC
P40460	P40460	NDC80	NDC80			S000001406	S000001406	24930965:0055:LC
P40460	P53267	NDC80	DAM1		G6153	S000001406	S000003345	12925767:0018:LC|25751138:0018:LC|21256019:0004:LC|23277429:0401:LC|21256019:0018:LC|12925767:0096:LC
P40460	P54199	NDC80	MPS1		D2785	S000001406	S000002186	19300438:0004:LC|19300438:0424:LC|20489023:0007:LC|19300438:0096:LC|20489023:0004:LC
P40460	Q04477	NDC80	SPC24		YM9718.16C	S000001406	S000004723	11952896:0004:LC|15809444:0091:LC|15809444:0040:LC|27851957:0114:LC|20489023:0007:LC|11179222:0007:LC|11179222:0004:LC|11179222:0019:LC|23267104:0946:LC|15809444:0096:LC|23277429:0401:LC|14633972:0401:LC|20489023:0004:LC|11952896:0018:LC|11952896:0676:LC|9520439:0018:LC
P40465	Q12318	CSM2	PSY3		L8039.17	S000001394	S000004368	26215801:0018:LC|22749910:0826:LC|22749910:0114:LC|29069504:0114:LC|15654096:0018:LC|22465956:0114:LC|10655498:0018:LC|23575680:0114:LC|22465956:0096:LC|22465956:0401:LC|29069504:0096:LC|26215801:0401:LC|26215801:0004:LC
P40466	P40562	FKH1	MPH1		YIB2C	S000001393	S000001441	11805837:0004:LC|27257873:0004:LC|27257873:0018:LC|11805837:0007:LC|27257873:0096:LC
P40468	P53894	TAO3	CBK1		N1727	S000001391	S000005105	11854408:0004:LC|11805837:0004:LC|12972564:0018:LC|20489023:0007:LC|20489023:0004:LC|11805837:0007:LC|20489023:0676:LC|23954433:0018:LC|11854408:0007:LC
P40469	Q05583	MET18	CIA1			S000001390	S000002675	11805837:0004:LC|11805837:0007:LC|14690591:0397:LC
P40473	P40473	POG1	POG1			S000001384	S000001384	11967834:0655:LC
P40474	Q03640	QDR2	TCB3			S000001383	S000004537	22615397:0090:LC
P40477	Q02630	NUP159	NUP116		YM9532.12C	S000001377	S000004650	22615397:0090:LC|10684247:0401:LC
P40477	Q02647	NUP159	DYN2			S000001377	S000002832	23223634:0096:LC|22411995:0114:LC|23223634:0114:LC
P40477	Q06142	NUP159	KAP95		L8300.15	S000001377	S000004339	9412460:0004:LC|9412461:0004:LC|9412461:0047:LC|9412460:0047:LC
P40477	Q12315	NUP159	GLE1		D1049	S000001377	S000002366	10684247:0040:LC|10523319:0018:LC
P40479	P40479	SDP1	SDP1			S000001375	S000001375	17495930:0114:LC
P40479	Q00772	SDP1	SLT2			S000001375	S000001072	11805837:0004:LC|11923319:0045:LC|12220658:0018:LC|11923319:0415:LC|12220658:0415:LC|11923319:0018:LC|11923319:0019:LC|11805837:0007:LC|11923319:0401:LC
P40482	Q01590	SEC24	SED5			S000001371	S000004016	10097109:0018:LC|10097109:0004:LC|12941276:0114:LC|12941276:0004:LC
P40482	Q04410	SEC24	GRH1			S000001371	S000002925	17261844:0007:LC|17261844:0004:LC
P40484	P54199	MOB1	MPS1		D2785	S000001368	S000002186	9528782:0018:LC|9436989:0096:LC|9436989:0415:LC|9436989:0018:LC|9436989:0004:LC
P40484	Q00684	MOB1	CDC14			S000001368	S000001924	20123997:0415:LC|19221193:0415:LC
P40485	P40485	SLM1	SLM1			S000001367	S000001367	22574179:0114:LC|21119626:0114:LC|22615397:0090:LC
P40485	P40513	SLM1	MAM33			S000001367	S000001332	22615397:0090:LC
P40486	P53919	SHQ1	NAF1		N1888	S000001366	S000005068	14690591:0397:LC
P40494	P53309	PRK1	YAP1802		G8610	S000001357	S000003473	20489023:0007:LC|20489023:0004:LC
P40498	P47083	UTP25	MPP10		J1411|YJR83.5	S000001353	S000003762	20528918:0018:LC|29054886:0397:LC|20884785:0018:LC|20884785:0007:LC|20884785:0004:LC|29054886:0007:LC
P40498	Q06078	UTP25	UTP21		L8084.22	S000001353	S000004401	29054886:0397:LC|20884785:0018:LC
P40498	Q12136	UTP25	SAS10		D1545	S000001353	S000002312	20528918:0018:LC|29054886:0397:LC|20528918:0096:LC|29054886:0007:LC|20528918:0004:LC|20884785:0018:LC
P40507	P53632	AIR1	PAP2		HRC584|O0716	S000001341	S000005475	11805837:0004:LC|15828860:0676:LC|15828860:0004:LC|15828860:0018:LC|15828860:0096:LC|11805837:0007:LC
P40507	Q01560	AIR1	NPL3		D9461.19	S000001341	S000002840	10896665:0018:LC|11805837:0004:LC|10896665:0096:LC|11805837:0007:LC
P40509	P41811	SEC28	SEC27		G2827	S000001338	S000003105	11805837:0004:LC|10921873:0018:LC|14699056:0018:LC|11805826:0004:LC|11805826:0676:LC|11805826:0007:LC|11805837:0007:LC
P40509	P53622	SEC28	COP1		D1578	S000001338	S000002304	20534429:0114:LC|10921873:0018:LC|20534429:0226:LC|11805837:0004:LC|20534429:0028:LC|14699056:0018:LC|11805826:0004:LC|22538654:0018:LC|11805837:0007:LC|14699056:0071:LC|20534429:0071:LC|10921873:0071:LC|11805826:0676:LC|11805826:0007:LC|20534429:0096:LC
P40515	P40515	FIS1	FIS1			S000001327	S000001327	22789569:0018:LC|22303011:0114:LC|22789569:0096:LC
P40515	P47025	FIS1	MDV1		J0802	S000001327	S000003648	14517324:0018:LC|22303011:0114:LC|24439911:0018:LC|12163467:0004:LC|12163467:0030:LC|22303011:0004:LC|17998537:0114:LC|17998537:0071:LC|16009724:0428:LC|17998537:0004:LC|17998537:0018:LC|12163467:0018:LC|16009724:0018:LC|16247028:0018:LC|16247028:0004:LC|16009724:0004:LC|17998537:0007:LC
P40515	Q12527	FIS1	ATG11		YP9499.07C	S000001327	S000006253	24451165:0055:LC|23810512:0090:LC
P40518	P47117	ARC15	ARP3		J1760	S000001324	S000003826	9210376:0091:LC|16183906:0401:LC|9210376:0019:LC|11805826:0676:LC|9210376:0004:LC|11805826:0004:LC|9210376:0401:LC|11805826:0007:LC
P40518	P53731	ARC15	ARC35		N3296	S000001324	S000005318	16183906:0401:LC|11805826:0004:LC|11805826:0676:LC|11805826:0007:LC
P40518	Q05933	ARC15	ARC18		L8039.15	S000001324	S000004362	16183906:0401:LC|11805826:0004:LC|11805826:0676:LC|18077328:0055:LC|11805826:0007:LC
P40528	P40528	SYG1	SYG1			S000001309	S000001309	22615397:0090:LC
P40537	Q12306	ULP2	SMT3		D9719.15	S000001293	S000002918	25833950:0096:LC|20516210:0415:LC|27631802:0415:LC|25833950:0415:LC
P40541	P40541	IRR1	IRR1			S000001288	S000001288	11805826:0007:LC|25171859:0114:LC
P40541	P47037	IRR1	SMC3		J1049	S000001288	S000003610	9990856:0004:LC|9990856:0019:LC|11983169:0007:LC|17660750:0055:LC
P40541	Q12158	IRR1	MCD1		YD8119.04	S000001288	S000002161	11805837:0004:LC|9990856:0004:LC|9990856:0019:LC|10882066:0019:LC|11983169:0096:LC|11983169:0007:LC|10882066:0007:LC|11805837:0007:LC|17660750:0055:LC
P40555	P53549	NAS2	RPT4			S000001269	S000005785	19446323:0007:LC|15687504:0018:LC|19446323:0404:LC|19446323:0004:LC|24685148:0007:LC|19446322:0007:LC|19446322:0004:LC
P40555	Q01939	NAS2	RPT6			S000001269	S000003016	24685148:0007:LC|19446323:0004:LC|19446323:0018:LC
P40558	P52920	CFD1	NBP35	YIA3W		S000001265	S000003059	16314508:0007:LC|17401378:0004:LC|16314508:0004:LC|17401378:0966:LC|17401378:0071:LC|17401378:0096:LC|17401378:0043:LC
P40560	Q08273	P40560	HRT1	YIA1W		S000001263	S000005493	14690591:0397:LC
P40561	P53316	SGN1	P53316	YIB1C		S000001440	S000003482	11805837:0004:LC|11805826:0007:LC|11805826:0004:LC|11805837:0007:LC|11805826:0676:LC
P40562	Q08204	MPH1	SMC5	YIB2C		S000001441	S000005394	19995966:0004:LC|19995966:0018:LC|21138837:0018:LC|25439736:0018:LC|25439736:0004:LC|25956905:0096:LC|19995966:0096:LC|27257873:0018:LC|25956905:0018:LC|19995966:0007:LC|21138837:0004:LC
P40562	Q3E829	MPH1	MHF2	YIB2C		S000001441	S000028520	25956905:0096:LC|27257873:0018:LC|25956905:0018:LC
P40563	P47068	AIM21	BBC1	YIB3W	J1286|J1305|YJL021C	S000001442	S000003557	28706108:0018:LC|28706108:0096:LC
P40565	P46947	IST3	BUD13	YIB5W	G1642	S000001444	S000003142	26212312:0114:LC|25160624:0114:LC|16314500:0004:LC|25218446:0114:LC|26393790:0030:LC|25218446:0065:LC|25218446:0096:LC|25160624:0096:LC|10655498:0018:LC|11805837:0004:LC|25218446:0081:LC|11805837:0007:LC|16314500:0018:LC|16314500:0676:LC|25218446:0077:LC
P40565	Q07930	IST3	PML1	YIB5W	L1591	S000001444	S000004006	25218446:0065:LC|25218446:0096:LC|26212312:0114:LC|25218446:0081:LC|25218446:0114:LC|25218446:0077:LC
P40567	P53935	MSL1	NST1	YIB9W	N2231	S000001448	S000005035	11816027:0018:LC
P40568	P47149	DSN1	NNF1	YIB10W	J2011	S000001449	S000003873	20723757:0040:LC|20723757:0071:LC|14633972:0004:LC|22885327:0114:LC|14633972:0401:LC|23334295:0071:LC|20723757:0028:LC
P40568	Q02732	DSN1	CTF19	YIB10W	LPB13W	S000001449	S000005939	22885327:0114:LC
P40568	Q04477	DSN1	SPC24	YIB10W	YM9718.16C	S000001449	S000004723	27881300:0114:LC|23334295:0071:LC
P40568	Q12143	DSN1	NSL1	YIB10W		S000001449	S000006154	20723757:0040:LC|20723757:0071:LC|14690591:0096:LC|23334295:0071:LC|22885327:0114:LC|14690591:0004:LC|14690591:0018:LC|14690591:0397:LC|20723757:0028:LC
P40572	P43563	P40572	MOB2		YFL035C|YFL035C-A	S000001455	S000001859	10655498:0018:LC
P40574	P40574	YAP5	YAP5			S000001457	S000001457	11967834:0655:LC|23661758:0055:LC
P40582	P40582	GTT1	GTT1			S000001477	S000001477	9792709:0018:LC|10655498:0018:LC
P40582	P40857	GTT1	PHS1		J0902	S000001477	S000003633	10655498:0018:LC
P40582	Q12270	GTT1	RBD2			S000001477	S000006167	22615397:0090:LC
P40693	P40693	RLP7	RLP7	N2014	N2014	S000004947	S000004947	24129494:0004:LC|24129494:0401:LC|25877921:1356:LC|25877921:0397:LC|25877921:0018:LC
P40693	P53313	RLP7	SDA1	N2014		S000004947	S000003477	23142978:0401:LC|11805826:0676:LC|11805826:0004:LC|11805826:0007:LC
P40693	P53927	RLP7	NOP15	N2014	N1954	S000004947	S000005054	24129494:0004:LC|24129494:0401:LC|11805826:0004:LC|11805826:0676:LC|11805826:0007:LC|24129494:0018:LC
P40693	Q03532	RLP7	HAS1	N2014		S000004947	S000004903	25877921:1356:LC|25877921:0397:LC|23788678:0018:LC|25877921:0018:LC|24129494:0018:LC
P40693	Q04660	RLP7	ERB1	N2014	YM9796.02C	S000004947	S000004652	11805837:0004:LC|24129494:0004:LC|24129494:0401:LC|11805826:0676:LC|11805837:0007:LC|11805826:0004:LC|11805826:0007:LC
P40693	Q12176	RLP7	MAK21	N2014	D4237|YD9609.14	S000004947	S000002467	11805826:0007:LC|25877921:1356:LC|25877921:0397:LC|11805826:0004:LC|25877921:0018:LC|11805826:0676:LC
P40856	P43572	SAP185	EPL1	J0840		S000003634	S000001870	11805837:0004:LC|20489023:0007:LC|20489023:0004:LC|11805837:0007:LC
P40856	Q06337	SAP185	EAF1	J0840		S000003634	S000002767	11805837:0004:LC|20489023:0007:LC|20489023:0004:LC|11805837:0007:LC
P40856	Q12199	SAP185	TIP41	J0840	YP3085.04	S000003634	S000006244	11805837:0004:LC|20489023:0007:LC|20489023:0004:LC|11805837:0007:LC
P40857	Q03370	PHS1	PEX29	J0902		S000003633	S000002887	14690591:0018:LC|14690591:0397:LC
P40892	P40892	P40892	P40892	HRA196|J0224	HRA196|J0224	S000003754	S000003754	10655498:0018:LC
P40917	P50113	CIN5	LYS5	OR26.18	G1867	S000005554	S000003122	10655498:0018:LC
P40955	Q05029	CHS6	BCH1	J0838	YM9959.19	S000003635	S000004850	17000877:0040:LC|17000877:0029:LC|16855022:0401:LC|17000877:0027:LC|16498409:0007:LC
P40955	Q06411	CHS6	SPP382	J0838		S000003635	S000004416	14690591:0397:LC
P40955	Q12114	CHS6	CHS5	J0838	L8543.18	S000003635	S000004322	17000877:0018:LC|23000721:0096:LC|23000721:0028:LC|17000877:0096:LC|17000877:0027:LC|16498409:0004:LC|23395181:0826:LC|25364754:0114:LC|16855022:0401:LC|16498409:0006:LC|23000721:0071:LC|23000721:0114:LC
P40956	P53309	GTS1	YAP1802		G8610	S000003149	S000003473	18208507:0018:LC
P40956	Q06604	GTS1	BSP1			S000003149	S000006375	18208507:0018:LC
P40957	P40958	MAD1	MAD2		J1256	S000003054	S000003567	16818718:0401:LC|10436016:0006:LC|10436016:0007:LC|10436016:0018:LC|16818718:0004:LC|10436016:0004:LC|10436016:0019:LC|10436016:0401:LC|10837255:0006:LC|16818718:0096:LC|10837255:0004:LC|10436016:0071:LC
P40957	P41695	MAD1	BUB1		G7542	S000003054	S000003420	12221113:0004:LC|12221113:0019:LC|11726501:0071:LC|10837255:0004:LC|10837255:0006:LC
P40958	P40958	MAD2	MAD2	J1256	J1256	S000003567	S000003567	16818718:0401:LC
P40958	P47074	MAD2	MAD3	J1256	J1341	S000003567	S000003550	15879521:0004:LC|10704439:0006:LC|15879521:0007:LC
P40960	Q02647	PAC11	DYN2			S000002896	S000002832	11805837:0004:LC|23761070:0065:LC|23761070:0114:LC|11805837:0007:LC
P40961	P50085	PHB1	PHB2		G8561	S000003364	S000003463	12237468:0004:LC|12237468:0030:LC|22009199:0401:LC
P40963	Q04003	SAS2	SAS4	YM9553.03C	YD9395.15C	S000004734	S000002589	11731479:0004:LC|11731479:0019:LC|11731480:0006:LC|11731480:0018:LC|11731480:0071:LC|11731480:0004:LC|11731480:0019:LC|11731479:0401:LC|15788653:0018:LC|15788653:0096:LC|15788653:0004:LC|11731480:0007:LC
P40963	Q99314	SAS2	SAS5	YM9553.03C		S000004734	S000005739	11731479:0004:LC|11731479:0019:LC|11731480:0006:LC|11731480:0007:LC|11731480:0004:LC|11731480:0019:LC|11731479:0401:LC|11731480:0071:LC
P40965	Q12175	MSH4	MSH5		D1542	S000001891	S000002313	9374523:0018:LC|9374523:0004:LC|9374523:0007:LC|9374523:0019:LC
P40968	P40968	CDC40	CDC40	D9481.11	D9481.11	S000002772	S000002772	14759368:0004:LC|21386897:0028:LC|14759368:0007:LC
P40969	P40969	CEP3	CEP3	YM8520.17C	YM8520.17C	S000004778	S000004778	18064045:0114:LC|17997968:0071:LC|8668125:0018:LC|10352012:0096:LC|29212814:0114:LC|17997968:0114:LC|10352012:0071:LC|10352012:0004:LC|10352012:0401:LC
P40969	P52286	CEP3	SKP1	YM8520.17C	D9798.14	S000004778	S000002736	11283612:0007:LC|11283612:0019:LC|29212814:0114:LC|11283612:0004:LC
P40991	Q04660	NOP2	ERB1	N2428|YNL2428W	YM9796.02C	S000005005	S000004652	11805837:0004:LC|11805826:0676:LC|11805826:0004:LC|11805826:0007:LC|11805837:0007:LC
P40991	Q08962	NOP2	NIP7	N2428|YNL2428W		S000005005	S000006132	11805837:0004:LC|11805826:0007:LC|11805826:0004:LC|11805826:0676:LC|11805837:0007:LC
P40993	P41812	SNM1	POP1	D8035.21	N1285	S000002886	S000005165	11880623:0018:LC|9620854:0019:LC|9620854:0004:LC
P41318	Q04749	LST8	AVO2	N2005	YM9916.07	S000004951	S000004672	12408816:0004:LC|14736892:0004:LC|14736892:0007:LC|14736892:0019:LC|12408816:0007:LC
P41318	Q08236	LST8	AVO1	N2005	O1110	S000004951	S000005438	12408816:0004:LC|14736892:0004:LC|14736892:0007:LC|14736892:0019:LC|12408816:0007:LC
P41338	P41338	ERG10	ERG10	LPB3	LPB3	S000005949	S000005949	19343713:0401:LC|11805826:0676:LC|11805826:0007:LC
P41543	P41543	OST1	OST1	J1404	J1404	S000003539	S000003539	16096345:0090:LC|11805826:0007:LC|16754853:0007:LC
P41543	P46964	OST1	OST2	J1404	YOR3211C	S000003539	S000005629	16754853:0410:LC|9405463:0019:LC|12805367:0004:LC|12805367:0030:LC|9015380:0401:LC
P41543	P48439	OST1	OST3	J1404	YOR3124W	S000003539	S000005611	16754853:0410:LC|16096345:0090:LC|9405463:0019:LC|16096346:0401:LC|12805367:0030:LC|9405463:0004:LC|16297388:0401:LC|9015380:0401:LC|12805367:0004:LC
P41543	P52870	OST1	SBH1	J1404	YER087BC	S000003539	S000002128	15831493:0031:LC|16096345:0090:LC
P41543	Q02795	OST1	SWP1	J1404	YM9375.19	S000003539	S000004757	16754853:0410:LC|9405463:0019:LC|12805367:0004:LC|12805367:0030:LC|16096346:0401:LC|9015380:0401:LC
P41543	Q03723	OST1	OST6	J1404		S000003539	S000004481	16754853:0410:LC|16096345:0090:LC|11805826:0007:LC|12805367:0004:LC|12805367:0030:LC|16096346:0401:LC|11805826:0004:LC|11805826:0676:LC|16297388:0401:LC|16096345:0004:LC
P41543	Q92316	OST1	OST5	J1404	YGL226BC	S000003539	S000003194	16754853:0410:LC|9405463:0019:LC|12805367:0004:LC|12805367:0030:LC
P41543	Q99380	OST1	OST4	J1404		S000003539	S000002391	16754853:0410:LC|18334218:0007:LC|9405463:0019:LC|12805367:0004:LC|16754853:0004:LC|12805367:0030:LC|16754853:0007:LC
P41697	P41697	BUD6	BUD6	L8543.5	L8543.5	S000004311	S000004311	9247651:0018:LC|23161908:0114:LC
P41697	P41832	BUD6	BNI1	L8543.5	N0646	S000004311	S000005215	15020407:0018:LC|9082982:0018:LC
P41697	P60010	BUD6	ACT1	L8543.5		S000004311	S000001855	9247651:0018:LC|9082982:0018:LC|7719850:0018:LC
P41734	P41734	IAH1	IAH1	O3287|YOR3287C	O3287|YOR3287C	S000005652	S000005652	21069734:0114:LC
P41800	Q92328	MMM1	MDM12	L1357		S000003929	S000005369	20111053:0004:LC|20111053:0007:LC
P41807	P53262	VMA13	VOA1	YP3085.02		S000006240	S000003338	22615397:0090:LC
P41807	Q04991	VMA13	FMP42	YP3085.02	YM9959.03C	S000006240	S000004834	22615397:0090:LC
P41808	P43568	SMK1	CAK1	YP9499.10		S000006258	S000001865	23207907:0415:LC
P41810	P41811	SEC26	SEC27	YD8419.05C	G2827	S000002646	S000003105	11805837:0004:LC|10921873:0018:LC|11805826:0004:LC|11805826:0676:LC|11805826:0007:LC|11805837:0007:LC
P41810	P43621	SEC26	RET2	YD8419.05C		S000002646	S000001947	10921873:0018:LC|11805826:0004:LC|11805826:0676:LC|8858162:0018:LC|11805826:0007:LC
P41810	P53622	SEC26	COP1	YD8419.05C	D1578	S000002646	S000002304	14699056:0071:LC|11805837:0004:LC|11805826:0004:LC|10921873:0018:LC|10921873:0071:LC|11805826:0676:LC|22538654:0018:LC|11805826:0007:LC|11805837:0007:LC
P41810	Q04651	SEC26	ERV41	YD8419.05C		S000002646	S000004532	28183979:0111:LC
P41811	P41811	SEC27	SEC27	G2827	G2827	S000003105	S000003105	11805826:0007:LC|23481256:0114:LC|23177648:0114:LC
P41811	P43621	SEC27	RET2	G2827		S000003105	S000001947	11805837:0004:LC|11805826:0004:LC|11805826:0676:LC|11805826:0007:LC|11805837:0007:LC
P41811	P53600	SEC27	RET3	G2827	LPA7W|YP8132.03	S000003105	S000005931	11805826:0004:LC|11805826:0676:LC|11805826:0007:LC
P41811	P53622	SEC27	COP1	G2827	D1578	S000003105	S000002304	23481256:0065:LC|10921873:0018:LC|11805837:0004:LC|14699056:0018:LC|11805826:0004:LC|22538654:0018:LC|11805837:0007:LC|14699056:0071:LC|10921873:0071:LC|11805826:0676:LC|11805826:0007:LC
P41811	Q03860	SEC27	TVP15	G2827		S000003105	S000002507	22615397:0090:LC
P41812	P53218	POP1	POP6	N1285		S000005165	S000003262	11880623:0018:LC|9620854:0091:LC
P41812	P53833	POP1	POP3	N1285	N0586	S000005165	S000005226	11880623:0018:LC|14759368:0007:LC|14759368:0004:LC|9620854:0091:LC
P41813	Q08887	FKH2	NDD1	N2403|YNL2403C		S000005012	S000005899	14521842:0010:LC|27555611:0090:LC
P41814	P46959	GCD10	GCD14	N2422	J0710	S000005006	S000003661	22102254:0114:LC|27582183:0114:LC|22102254:0401:LC|10779558:0401:LC|9660829:0018:LC|17932071:0401:LC|27582183:0096:LC
P41832	P41832	BNI1	BNI1	N0646	N0646	S000005215	S000005215	15006353:0114:LC|15020407:0018:LC|19220811:0096:LC|19220811:0018:LC
P41832	P54786	BNI1	ZDS2	N0646	YM8339.10	S000005215	S000004577	14690591:0397:LC
P41832	P60010	BNI1	ACT1	N0646		S000005215	S000001855	22247555:0415:LC|12525176:0045:LC|9082982:0045:LC|9082982:0018:LC|12052901:0045:LC
P41895	P41896	TFG1	TFG2	G7526		S000003418	S000003237	14759368:0007:LC|22095626:0114:LC|14759368:0004:LC|8657139:0401:LC|8812838:0401:LC
P41903	P41903	TES1	TES1	J1456	J1456	S000003780	S000003780	PDB_1TBU:0114:LC
P41921	P41921	GLR1	GLR1	LPG17W	LPG17W	S000006012	S000006012	11967834:0655:LC|17554778:0114:LC
P41940	Q12306	PSA1	SMT3		D9719.15	S000002213	S000002918	15590687:0018:LC
P42073	Q01329	REF2	PTA1	YD9346.06	FUN39	S000002603	S000000041	14759368:0007:LC|11805826:0004:LC|11805826:0676:LC|14759368:0004:LC|11805826:0007:LC
P42837	Q06708	FIG4	VAC14	N0330	L3502.1	S000005269	S000004378	19037259:0007:LC|19037259:0004:LC|14528018:0007:LC|12062051:0018:LC|19037259:0018:LC|19037259:0416:LC|14528018:0004:LC
P42838	Q12675	LEM3	DNF2	N0333	YD8557.01	S000005267	S000002500	16600184:0004:LC|16600184:0006:LC|23060447:0090:LC
P42841	P45976	PFS2	FIP1	N0348	J1911	S000005261	S000003853	10619842:0019:LC|11805826:0004:LC|11805826:0676:LC|11805826:0007:LC|10619842:0096:LC|10619842:0004:LC
P42841	Q06102	PFS2	YTH1	N0348		S000005261	S000006311	11805826:0676:LC|11805826:0004:LC|11805826:0007:LC|29074584:0114:LC
P42841	Q06224	PFS2	YSH1	N0348		S000005261	S000004267	10619842:0019:LC|10619842:0096:LC|11805826:0004:LC|11805826:0676:LC|11805826:0007:LC|10619842:0004:LC
P42841	Q06632	PFS2	CFT1	N0348		S000005261	S000002709	11805837:0004:LC|11805826:0004:LC|11805837:0007:LC|11805826:0676:LC|11805826:0007:LC|29074584:0114:LC
P42842	P42842	EMW1	EMW1	N0364	N0364	S000005257	S000005257	14759368:0004:LC|11805826:0007:LC|14759368:0007:LC
P42843	P52286	SKP2	SKP1	N0376	D9798.14	S000005255	S000002736	11805837:0004:LC|11805837:0007:LC
